0.0032390952	0.029940875	-0.04637492	-0.0034809057	-0.032891087	-0.028547527	0.0099566365	-0.004527046	0.02377207	0.037235007	-0.06928984	0.045132726	0.00012209133	0.068528235	-0.06140509	0.060687125
-0.003611219	-0.07283971	-0.09069177	-0.09507242	-0.06474794	0.057163548	-0.110753	0.012101607	0.06359602	0.10875507	-0.10648855	-0.078880526	-0.04273193	0.07914991	-0.032169938	0.059127517
-0.021192392	-0.03949825	-0.15233633	-0.08061571	-0.10473102	0.16887535	-0.07938721	-0.07513253	0.049208075	0.11132082	-0.18798336	-0.09955412	-0.035928525	0.12910107	-0.106158465	0.035685644
0.30925736	0.1967325	0.34304345	0.29900858	0.2919903	0.16022657	0.21424027	0.24974406	0.22251502	-0.23736413	0.3851839	0.1706247	0.286723	-0.33096644	0.26411685	-0.34245035
0.10224199	-0.023137445	-0.023250474	0.021181025	-0.0025766378	0.12979029	0.04326678	0.05594698	0.10649312	0.016247071	0.07008463	0.04352181	0.029566186	0.018077645	-0.010396553	-0.07805122
-0.031261183	-0.0694124	-0.027555328	-0.07752384	-0.026901055	-0.047882132	-0.067818165	0.0012099864	-0.016147219	0.058043513	-0.09826205	-0.012189688	-0.06619437	0.03612366	-0.08830412	0.00031324005
0.28341645	0.27518007	0.26814747	0.27832288	0.24139674	0.21280208	0.2547305	0.26519325	0.28313	-0.30255872	0.27672783	0.19429833	0.27208814	-0.2550417	0.28407148	-0.29970908
0.005380458	-0.036971092	-0.08461587	0.0018542694	-0.067938305	0.04916611	-0.076359205	-0.05704765	0.010965304	0.022619255	-0.021855421	0.0021258567	-0.07651792	0.016492767	-0.019890295	0.055167727
0.2948337	0.19016208	0.29836458	0.26446533	0.22322957	0.22181119	0.18661833	0.18156661	0.26477638	-0.25325298	0.31354433	0.22831397	0.19128776	-0.3409273	0.26255497	-0.29100657
0.007696522	0.0031958532	-0.00394135	-0.037697762	0.013002781	0.022781009	-0.024160016	0.005669501	0.051518004	-0.0423784	-0.031481966	-0.032200348	0.021033347	0.038569696	-0.019222165	0.019286267
0.2563914	0.26868263	0.32490686	0.2519618	0.22707482	0.19275096	0.23752798	0.21314824	0.24198148	-0.29034445	0.32550728	0.25914955	0.22701085	-0.25142756	0.2943324	-0.28754836
0.0122133335	0.035439316	0.0050263256	-0.056231577	-0.058992673	-0.01783361	-0.0560138	-0.025298456	-0.055902146	0.048236195	-0.023581555	0.04427725	-0.024880992	-0.03785329	0.0017189276	0.020244401
0.12687045	0.07447378	0.13008578	0.16492498	0.1283047	-0.06952447	0.09542604	0.08164371	0.0434309	-0.116402246	0.18461002	0.07942822	0.06183848	-0.17021725	0.10027192	-0.13585724
-0.19326746	-0.18736123	-0.25310802	-0.23194118	-0.26069736	-0.010405299	-0.17253934	-0.14675675	-0.08174302	0.20571966	-0.2757298	-0.15951478	-0.24635245	0.28011602	-0.22408795	0.22588746
-0.045941588	0.012684802	-0.057144687	-0.045936774	-0.060784794	0.009636387	-0.022208763	-0.005528991	-0.028765064	0.018038142	-0.010542917	0.03305559	-0.012411251	0.061313145	0.0012361186	0.049112838
